Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2600800E3492200,1,CRS3035RES1000mN2600000E3492000,0,CRS3035RES2000mN2600000E3492000,645076,4,0.4,0,1.5,0.2,73582.6,188.9,0,1.8,0.4,0.1,0.5,0.8,0,0,0.4,0.1,0.1,0.1,0.2,1,1,0.8,0.2,0.1,0,0.6,1.8,1744817321
CRS3035RES200mN2600800E3492400,1,CRS3035RES1000mN2600000E3492000,0,CRS3035RES2000mN2600000E3492000,645076,18,1.6,0,6.9,1.1,331121.7,850.2,0,7.9,1.6,0.5,2.1,3.7,0,0,1.6,0.5,0.5,0.5,1.1,4.2,4.3,3.7,1.1,0.5,0,2.6,7.9,1732117448
CRS3035RES200mN2600800E3492600,1,CRS3035RES1000mN2600000E3492000,0,CRS3035RES2000mN2600000E3492000,645076,6,0.5,0,2.3,0.4,110373.9,283.4,0,2.6,0.5,0.2,0.7,1.2,0,0,0.5,0.2,0.2,0.2,0.3,1.4,1.4,1.2,0.4,0.2,0,0.9,2.6,17321
CRS3035RES200mN2601200E3490200,1,CRS3035RES1000mN2601000E3490000,1,CRS3035RES4000mN2600000E3488000,270532,3,0.4,0.2,1,0,66250.4,137.3,0,1.2,0.8,0,0.1,0.3,0,0,0.4,0.1,0.2,0.2,0,0.4,0.8,0.3,0.5,0.1,0,0.2,1.2,1732117448
CRS3035RES200mN2601400E3490200,1,CRS3035RES1000mN2601000E3490000,1,CRS3035RES4000mN2600000E3488000,270532,1,0.1,0.1,0.3,0,22083.5,45.8,0,0.4,0.3,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0.1,0.3,0.1,0.2,0,0,0.1,0.4,17321
CRS3035RES200mN2601400E3491600,1,CRS3035RES1000mN2601000E3491000,1,CRS3035RES4000mN2600000E3488000,270532,6,0.7,0.4,1.9,0,132500.9,274.6,0,2.3,1.5,0,0.2,0.6,0,0,0.8,0.2,0.5,0.4,0.1,0.8,1.5,0.6,1,0.1,0,0.4,2.3,17321
CRS3035RES200mN2601600E3490000,1,CRS3035RES1000mN2601000E3490000,1,CRS3035RES4000mN2600000E3488000,270532,2,0.2,0.1,0.6,0,44167,91.5,0,0.8,0.5,0,0.1,0.2,0,0,0.3,0.1,0.2,0.1,0,0.3,0.5,0.2,0.3,0,0,0.1,0.8,17321
CRS3035RES200mN2601600E3490200,1,CRS3035RES1000mN2601000E3490000,1,CRS3035RES4000mN2600000E3488000,270532,11,1.3,0.7,3.5,0,242918.3,503.4,0,4.2,2.7,0,0.4,1.1,0,0,1.5,0.4,0.9,0.7,0.2,1.5,2.7,1.1,1.8,0.2,0,0.7,4.2,17321
CRS3035RES200mN2601600E3490400,1,CRS3035RES1000mN2601000E3490000,1,CRS3035RES4000mN2600000E3488000,270532,1,0.1,0.1,0.3,0,22083.5,45.8,0,0.4,0.3,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0.1,0.3,0.1,0.2,0,0,0.1,0.4,17321
CRS3035RES200mN2601600E3491600,1,CRS3035RES1000mN2601000E3491000,1,CRS3035RES4000mN2600000E3488000,270532,1,0.1,0.1,0.3,0,22083.5,45.8,0,0.4,0.3,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0.1,0.3,0.1,0.2,0,0,0.1,0.4,17321
CRS3035RES200mN2601600E3491800,1,CRS3035RES1000mN2601000E3491000,1,CRS3035RES4000mN2600000E3488000,270532,2,0.2,0.1,0.6,0,44167,91.5,0,0.8,0.5,0,0.1,0.2,0,0,0.3,0.1,0.2,0.1,0,0.3,0.5,0.2,0.3,0,0,0.1,0.8,17321
CRS3035RES200mN2602200E3489600,1,CRS3035RES1000mN2602000E3489000,1,CRS3035RES4000mN2600000E3488000,106190,4,0.3,0,1.5,0,124278.4,198.2,0,1.5,1.1,0,0.1,0.3,0,0,0.1,0.1,0.4,0.1,0.2,0.7,1.1,0.4,0.7,0.2,0,0.1,1.5,17321
CRS3035RES200mN2602600E3491800,1,CRS3035RES1000mN2602000E3491000,1,CRS3035RES4000mN2600000E3488000,270533,4,0.7,0.1,1.6,0.2,83682.6,226.8,0,1.9,1.4,0,0.2,0.3,0,0,0.1,0,0.5,0.4,0,0.6,0.7,1,0.2,0.5,0,0.1,1.9,17321
CRS3035RES200mN2602800E3491800,1,CRS3035RES1000mN2602000E3491000,1,CRS3035RES4000mN2600000E3488000,270533,10,1.7,0.2,4,0.5,209206.4,566.9,0,4.8,3.6,0,0.5,0.7,0,0,0.2,0,1.2,1,0,1.4,1.9,2.6,0.5,1.2,0,0.2,4.8,17321
CRS3035RES200mN2603000E3489000,1,CRS3035RES1000mN2603000E3489000,0,CRS3035RES4000mN2600000E3488000,645729,16,1,0.3,3.3,0.7,328390.7,698.8,0,5.6,2.3,0,0.7,2.6,0,0,1,0.3,1,1.6,1.3,2.9,4.3,1.3,1,1.3,0,0.3,5.6,17321
CRS3035RES200mN2603000E3491800,0,CRS3035RES1000mN2603000E3491000,0,CRS3035RES4000mN2600000E3488000,645731,36,7,1,13,1,756873.8,1819,0,17,12,0,0,5,0,0,0,2,2,3,3,4,8,6,5,3,0,2,17,17321
CRS3035RES200mN2603000E3492000,1,CRS3035RES1000mN2603000E3492000,1,CRS3035RES2000mN2602000E3492000,270540,7,0.6,0.1,2.2,0.4,134690.7,324.6,0.7,2.1,1.2,0.1,0.3,1.2,0,0,0.2,0.2,0.6,0.9,0.4,1.3,1.4,0.7,0.8,0.5,0,0.4,2.8,17321
CRS3035RES200mN2603200E3488800,1,CRS3035RES1000mN2603000E3488000,1,CRS3035RES4000mN2600000E3488000,106190,2,0.1,0,0.8,0,62139.2,99.1,0,0.8,0.6,0,0.1,0.1,0,0,0.1,0.1,0.2,0.1,0.1,0.3,0.5,0.2,0.3,0.1,0,0.1,0.8,1717417321
CRS3035RES200mN2603200E3489000,1,CRS3035RES1000mN2603000E3489000,0,CRS3035RES4000mN2600000E3488000,645729,32,2,0.7,6.5,1.3,656781.3,1397.6,0,11.1,4.6,0,1.3,5.2,0,0,1.9,0.6,2,3.3,2.6,5.9,8.5,2.6,2,2.6,0,0.7,11.1,1732117174
CRS3035RES200mN2603200E3491600,1,CRS3035RES1000mN2603000E3491000,0,CRS3035RES4000mN2600000E3488000,645730,26,0,1.8,7.7,0.6,509255.3,897,0,8.3,0.6,0,3,4.7,0,0,1.8,0,2.9,2.9,1.2,5.3,5.9,2.4,1.8,1.8,0,1.2,8.3,17321
CRS3035RES200mN2603200E3491800,0,CRS3035RES1000mN2603000E3491000,0,CRS3035RES4000mN2600000E3488000,645732,39,9,3,15,1,775020,2089,0,18,15,1,1,1,0,0,2,2,3,5,1,4,7,8,5,2,0,5,18,17321
CRS3035RES200mN2603200E3492000,1,CRS3035RES1000mN2603000E3492000,1,CRS3035RES2000mN2602000E3492000,270540,11.5,1,0.2,3.5,0.6,221277.6,533.3,1.1,3.6,1.9,0.2,0.5,2.1,0,0,0.3,0.3,1,1.5,0.7,2.1,2.4,1.1,1.3,0.8,0,0.6,4.7,17321
CRS3035RES200mN2603400E3491800,1,CRS3035RES1000mN2603000E3491000,0,CRS3035RES4000mN2600000E3488000,645730,14,0,1,4.1,0.3,274214.4,483,0,4.5,0.3,0,1.6,2.6,0,0,0.9,0,1.6,1.6,0.6,2.9,3.2,1.3,0.9,1,0,0.6,4.5,17321
CRS3035RES200mN2603600E3487800,1,CRS3035RES1000mN2603000E3487000,1,CRS3035RES4000mN2600000E3484000,106176,2,0.2,0,0.7,0.1,41948.7,109.8,0,0.9,0.7,0,0,0.2,0,0,0,0,0.1,0.1,0.2,0.2,0.4,0.5,0.3,0.2,0,0.1,0.9,17174
CRS3035RES200mN2603600E3489400,1,CRS3035RES1000mN2603000E3489000,0,CRS3035RES4000mN2600000E3488000,645729,1,0.1,0,0.2,0,20524.4,43.7,0,0.3,0.1,0,0,0.2,0,0,0,0,0,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0,0,0.3,1732117174
CRS3035RES200mN2603600E3491800,1,CRS3035RES1000mN2603000E3491000,0,CRS3035RES4000mN2600000E3488000,645730,4,0,0.3,1.2,0.1,78347,138,0,1.3,0.1,0,0.5,0.7,0,0,0.3,0,0.4,0.4,0.2,0.8,0.9,0.4,0.3,0.3,0,0.2,1.3,17321
CRS3035RES200mN2603600E3493200,1,CRS3035RES1000mN2603000E3493000,1,CRS3035RES2000mN2602000E3492000,270540,13,1.1,0.2,4,0.7,250139.9,602.9,1.3,4,2.2,0.2,0.5,2.4,0,0,0.4,0.4,1.1,1.7,0.7,2.4,2.7,1.3,1.4,0.9,0,0.7,5.3,1701217321
CRS3035RES200mN2603800E3488400,1,CRS3035RES1000mN2603000E3488000,1,CRS3035RES4000mN2600000E3488000,106190,1,0.1,0,0.4,0,31069.6,49.6,0,0.4,0.3,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0.3,0.1,0.2,0.1,0,0,0.4,17174
CRS3035RES200mN2603800E3490200,1,CRS3035RES1000mN2603000E3490000,1,CRS3035RES4000mN2600000E3488000,270533,8,1.3,0.2,3.2,0.4,167365.1,453.5,0,3.8,2.8,0,0.4,0.6,0,0,0.2,0,0.9,0.8,0,1.1,1.5,2.1,0.4,1,0,0.2,3.8,1732117174
CRS3035RES200mN2603800E3490400,1,CRS3035RES1000mN2603000E3490000,1,CRS3035RES4000mN2600000E3488000,270533,14,2.3,0.3,5.7,0.7,292888.9,793.7,0,6.7,5,0,0.7,1,0,0,0.3,0,1.6,1.3,0,2,2.7,3.7,0.7,1.7,0,0.3,6.7,1732117174
CRS3035RES200mN2603800E3490600,1,CRS3035RES1000mN2603000E3490000,1,CRS3035RES4000mN2600000E3488000,270533,6,1,0.1,2.4,0.3,125523.8,340.1,0,2.9,2.2,0,0.3,0.4,0,0,0.1,0,0.7,0.6,0,0.9,1.1,1.6,0.3,0.7,0,0.1,2.9,17321
CRS3035RES200mN2604000E3488600,1,CRS3035RES1000mN2604000E3488000,0,CRS3035RES1000mN2604000E3488000,646348,2,0.2,0,0.9,0.1,39730.3,102.9,0,0.9,0.5,0.1,0.1,0.2,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.4,0.1,0,0.1,0.9,17174
CRS3035RES200mN2604000E3490400,1,CRS3035RES1000mN2604000E3490000,1,CRS3035RES2000mN2604000E3490000,271388,4,0.2,0.1,1.2,0.1,84147.4,159.2,0.1,1.3,0.5,0.1,0.2,0.6,0,0,0.3,0.1,0.3,0.6,0.2,0.7,0.8,0.4,0.4,0.2,0,0.1,1.4,1717417321
CRS3035RES200mN2604000E3490600,1,CRS3035RES1000mN2604000E3490000,1,CRS3035RES2000mN2604000E3490000,271388,52,2,1.4,16.2,1.4,1093916.6,2069.9,0.7,16.9,6.8,1.3,2.7,6.8,0,0,3.4,1.3,3.4,8.1,2.7,9.5,10.8,5.4,5.4,2,0,0.7,17.6,17321
CRS3035RES200mN2604000E3491400,1,CRS3035RES1000mN2604000E3491000,1,CRS3035RES2000mN2604000E3490000,271388,8,0.3,0.2,2.5,0.2,168294.9,318.4,0.1,2.6,1,0.2,0.4,1.1,0,0,0.5,0.2,0.5,1.3,0.4,1.5,1.7,0.8,0.8,0.3,0,0.1,2.7,17321
CRS3035RES200mN2604000E3491600,1,CRS3035RES1000mN2604000E3491000,1,CRS3035RES2000mN2604000E3490000,271388,4,0.2,0.1,1.2,0.1,84147.4,159.2,0.1,1.3,0.5,0.1,0.2,0.6,0,0,0.3,0.1,0.3,0.6,0.2,0.7,0.8,0.4,0.4,0.2,0,0.1,1.4,17321
CRS3035RES200mN2604200E3488400,1,CRS3035RES1000mN2604000E3488000,0,CRS3035RES1000mN2604000E3488000,646348,8,1,0,3.5,0.2,158921,411.5,0,3.8,2.2,0.5,0.3,0.8,0,0,0.2,0.5,0.2,0.2,0.3,1,1.3,2,1.8,0.5,0,0.5,3.8,17174
CRS3035RES200mN2604200E3488600,1,CRS3035RES1000mN2604000E3488000,0,CRS3035RES1000mN2604000E3488000,646348,14,1.8,0,6.1,0.4,278111.8,720.1,0,6.6,3.9,0.9,0.5,1.3,0,0,0.4,0.9,0.4,0.4,0.4,1.8,2.2,3.5,3.1,0.9,0,0.9,6.6,17174
CRS3035RES200mN2604400E3486000,1,CRS3035RES1000mN2604000E3486000,0,CRS3035RES2000mN2604000E3486000,646346,15,1.1,0.5,3.8,1.1,312551.9,679.8,0,5.6,4,0,0,1.6,0,0,0.8,0.4,0.9,1.3,2.2,1.9,4,1.3,1.4,0.8,0,0.8,5.6,17174
CRS3035RES200mN2604400E3488400,0,CRS3035RES1000mN2604000E3488000,0,CRS3035RES1000mN2604000E3488000,646349,25,5,1,11,0,558254.8,1253,0,11,10,0,0,1,0,0,0,0,2,5,1,3,7,3,2,2,0,1,11,17174
CRS3035RES200mN2604400E3488600,1,CRS3035RES1000mN2604000E3488000,0,CRS3035RES1000mN2604000E3488000,646348,6,0.8,0,2.6,0.2,119190.8,308.6,0,2.8,1.7,0.4,0.2,0.5,0,0,0.2,0.4,0.2,0.2,0.2,0.7,0.9,1.5,1.3,0.4,0,0.4,2.8,17174
CRS3035RES200mN2604600E3486000,1,CRS3035RES1000mN2604000E3486000,0,CRS3035RES2000mN2604000E3486000,646346,36,2.6,1.3,9,2.6,750124.6,1631.6,0,13.5,9.6,0,0,3.9,0,0,1.9,1,2.3,3.2,5.1,4.5,9.7,3.2,3.2,1.9,0,1.9,13.5,17174
CRS3035RES200mN2604600E3486200,1,CRS3035RES1000mN2604000E3486000,0,CRS3035RES2000mN2604000E3486000,646346,5,0.4,0.2,1.2,0.4,104184,226.6,0,1.9,1.4,0,0,0.5,0,0,0.3,0.1,0.3,0.4,0.7,0.6,1.3,0.5,0.5,0.3,0,0.3,1.9,17174
CRS3035RES200mN2604600E3492000,1,CRS3035RES1000mN2604000E3492000,1,CRS3035RES4000mN2604000E3492000,271396,12,1.8,0.3,4.9,0,216509.6,542.2,0.6,4.9,4.6,0,0.3,0.6,0,0,0,0.3,1.5,0.6,0.3,1.2,2.5,1.9,2.8,0.9,0,0.6,5.5,17174
CRS3035RES200mN2604600E3495000,1,CRS3035RES1000mN2604000E3495000,1,CRS3035RES4000mN2604000E3492000,106187,1,0.1,0,0.3,0.1,21741.8,47,0,0.4,0.2,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0,0,0.4,1745717012
CRS3035RES200mN2604800E3488600,1,CRS3035RES1000mN2604000E3488000,0,CRS3035RES1000mN2604000E3488000,646348,2,0.2,0,0.9,0.1,39730.3,102.9,0,0.9,0.5,0.1,0.1,0.2,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.4,0.1,0,0.1,0.9,17174
CRS3035RES200mN2604800E3491800,1,CRS3035RES1000mN2604000E3491000,1,CRS3035RES2000mN2604000E3490000,271388,4,0.2,0.1,1.2,0.1,84147.4,159.2,0.1,1.3,0.5,0.1,0.2,0.6,0,0,0.3,0.1,0.3,0.6,0.2,0.7,0.8,0.4,0.4,0.2,0,0.1,1.4,17174
CRS3035RES200mN2604800E3492000,1,CRS3035RES1000mN2604000E3492000,1,CRS3035RES4000mN2604000E3492000,271396,15,2.3,0.4,6.2,0,270636.9,677.7,0.8,6.1,5.8,0,0.4,0.7,0,0,0,0.4,1.9,0.8,0.4,1.5,3.1,2.3,3.5,1.1,0,0.8,6.9,17174
CRS3035RES200mN2605000E3492200,1,CRS3035RES1000mN2605000E3492000,1,CRS3035RES4000mN2604000E3492000,271396,2,0.3,0.1,0.8,0,36084.9,90.4,0.1,0.8,0.8,0,0,0.1,0,0,0,0,0.3,0.1,0,0.2,0.4,0.3,0.5,0.2,0,0.1,0.9,17174
CRS3035RES200mN2605200E3486800,1,CRS3035RES1000mN2605000E3486000,1,CRS3035RES2000mN2604000E3486000,271379,2,0.1,0.1,0.7,0,42397.7,87.8,0,0.7,0.3,0,0.2,0.2,0,0,0.1,0.2,0,0.3,0.2,0.3,0.3,0.4,0.1,0.1,0,0.1,0.7,17174
CRS3035RES200mN2605400E3486800,1,CRS3035RES1000mN2605000E3486000,1,CRS3035RES2000mN2604000E3486000,271379,27,1.7,1.7,9.3,0,572368.9,1184.6,0,9.3,4.2,0,2.5,2.6,0,0,1.7,2.5,0,3.4,2.5,4.2,4.2,5.1,1.7,1.7,0,1.7,9.3,17174
CRS3035RES200mN2605400E3488000,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,10,0.7,0.4,3.2,0.5,206265.8,439.9,0.1,3.8,1.2,0.6,0.8,1.3,0,0,0.3,0.2,0.5,1.3,0.6,1.8,2.3,1.1,1.4,0.5,0,0,3.9,17174
CRS3035RES200mN2605400E3488200,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,6,0.4,0.2,1.9,0.3,123759.5,263.9,0.1,2.3,0.7,0.4,0.5,0.8,0,0,0.2,0.1,0.3,0.8,0.4,1.1,1.3,0.6,0.9,0.3,0,0,2.4,17174
CRS3035RES200mN2605400E3488800,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,8,0.6,0.3,2.6,0.4,165012.7,351.9,0.1,3,0.9,0.5,0.7,1,0,0,0.3,0.2,0.4,1,0.5,1.4,1.8,0.9,1.1,0.4,0,0,3.1,17174
CRS3035RES200mN2605400E3490800,1,CRS3035RES1000mN2605000E3490000,1,CRS3035RES2000mN2604000E3490000,271388,4,0.2,0.1,1.2,0.1,84147.4,159.2,0.1,1.3,0.5,0.1,0.2,0.6,0,0,0.3,0.1,0.3,0.6,0.2,0.7,0.8,0.4,0.4,0.2,0,0.1,1.4,17174
CRS3035RES200mN2605400E3495200,1,CRS3035RES1000mN2605000E3495000,1,CRS3035RES4000mN2604000E3492000,106187,4,0.4,0.1,1.3,0.3,86967.3,187.9,0,1.7,1,0,0.4,0.3,0,0,0,0.2,0.2,0.3,0.2,0.6,0.7,0.6,0.9,0.3,0,0.1,1.7,17457
CRS3035RES200mN2605400E3496400,1,CRS3035RES1000mN2605000E3496000,1,CRS3035RES2000mN2604000E3496000,271399,8,1.2,0.5,2.4,0,149078.8,345.7,0,3.4,2.2,0,0.5,0.7,0,0,0.2,0.2,1.2,0.5,0.5,1.5,1,1,1.2,0.7,0,0.5,3.4,1729417457
CRS3035RES200mN2605600E3487600,1,CRS3035RES1000mN2605000E3487000,1,CRS3035RES2000mN2604000E3486000,271379,1,0.1,0.1,0.3,0,21198.8,43.9,0,0.3,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0,0.1,0.3,17174
CRS3035RES200mN2605600E3487800,1,CRS3035RES1000mN2605000E3487000,1,CRS3035RES2000mN2604000E3486000,271379,2,0.1,0.1,0.7,0,42397.7,87.8,0,0.7,0.3,0,0.2,0.2,0,0,0.1,0.2,0,0.3,0.2,0.3,0.3,0.4,0.1,0.1,0,0.1,0.7,17174
CRS3035RES200mN2605600E3488000,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,20,1.4,0.7,6.4,1,412531.7,879.8,0.3,7.6,2.4,1.2,1.7,2.6,0,0,0.7,0.5,0.9,2.6,1.2,3.6,4.5,2.1,2.9,1,0,0,7.9,17174
CRS3035RES200mN2605600E3488200,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,5,0.4,0.2,1.6,0.2,103132.9,219.9,0.1,1.9,0.6,0.3,0.4,0.7,0,0,0.2,0.1,0.2,0.7,0.3,0.9,1.1,0.5,0.7,0.3,0,0,2,17174
CRS3035RES200mN2605600E3488600,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,6,0.4,0.2,1.9,0.3,123759.5,263.9,0.1,2.3,0.7,0.4,0.5,0.8,0,0,0.2,0.1,0.3,0.8,0.4,1.1,1.3,0.6,0.9,0.3,0,0,2.4,17174
CRS3035RES200mN2605600E3488800,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,10,0.7,0.4,3.2,0.5,206265.8,439.9,0.1,3.8,1.2,0.6,0.8,1.3,0,0,0.3,0.2,0.5,1.3,0.6,1.8,2.3,1.1,1.4,0.5,0,0,3.9,17174
CRS3035RES200mN2605600E3489200,1,CRS3035RES1000mN2605000E3489000,0,CRS3035RES1000mN2605000E3489000,646347,16,0.7,0.3,5.6,1.3,299666.7,642.9,0,5.9,2.3,0.3,0.7,2.6,0,0,1.6,0.7,1.3,1.3,0.3,5.5,2.3,0.7,1.3,0.7,0.3,1.6,5.9,17174
CRS3035RES200mN2605600E3489400,1,CRS3035RES1000mN2605000E3489000,0,CRS3035RES1000mN2605000E3489000,646347,6,0.2,0.1,2.1,0.5,112375,241.1,0,2.2,0.9,0.1,0.2,1,0,0,0.6,0.2,0.5,0.5,0.1,2.1,0.9,0.2,0.5,0.3,0.1,0.6,2.2,17174
CRS3035RES200mN2605600E3489600,1,CRS3035RES1000mN2605000E3489000,0,CRS3035RES1000mN2605000E3489000,646347,9,0.4,0.2,3.1,0.7,168562.5,361.7,0,3.3,1.3,0.2,0.3,1.5,0,0,0.9,0.4,0.7,0.7,0.2,3.1,1.3,0.4,0.7,0.4,0.2,0.9,3.3,17174
CRS3035RES200mN2605600E3493200,1,CRS3035RES1000mN2605000E3493000,1,CRS3035RES4000mN2604000E3492000,271396,2,0.3,0.1,0.8,0,36084.9,90.4,0.1,0.8,0.8,0,0,0.1,0,0,0,0,0.3,0.1,0,0.2,0.4,0.3,0.5,0.2,0,0.1,0.9,1745717174
CRS3035RES200mN2605600E3496400,1,CRS3035RES1000mN2605000E3496000,1,CRS3035RES2000mN2604000E3496000,271399,5,0.8,0.3,1.5,0,93174.2,216.1,0,2.1,1.4,0,0.3,0.4,0,0,0.1,0.1,0.8,0.3,0.3,0.9,0.6,0.6,0.8,0.5,0,0.3,2.1,1729417457
CRS3035RES200mN2605800E3488000,1,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646350,19,1.4,0.7,6.1,0.9,391905.1,835.8,0.2,7.3,2.3,1.1,1.6,2.5,0,0,0.7,0.5,0.9,2.5,1.1,3.4,4.3,2,2.7,0.9,0,0,7.5,17174
CRS3035RES200mN2605800E3488200,0,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646352,43.5,3,0,16,1,856555.9,1889,0,19,8,1,2,8,0,0,1,2,0,4.5,3,8,12,6,5,2,0,2,19,17174
CRS3035RES200mN2605800E3488400,0,CRS3035RES1000mN2605000E3488000,0,CRS3035RES1000mN2605000E3488000,646351,46,2,2,15,1,908522.8,1518,0,16,0,0,3,13,0,0,5,2,4.5,2.5,6,13,5,5,3,0,0,1,16,17174
CRS3035RES200mN2605800E3489400,1,CRS3035RES1000mN2605000E3489000,0,CRS3035RES1000mN2605000E3489000,646347,8,0.3,0.2,2.8,0.7,149833.3,321.5,0,2.9,1.1,0.2,0.3,1.3,0,0,0.8,0.3,0.6,0.7,0.2,2.8,1.1,0.3,0.7,0.3,0.2,0.8,2.9,17174
CRS3035RES200mN2605800E3489600,1,CRS3035RES1000mN2605000E3489000,0,CRS3035RES1000mN2605000E3489000,646347,10,0.4,0.2,3.5,0.8,187291.7,401.8,0,3.7,1.4,0.2,0.4,1.7,0,0,1,0.4,0.8,0.8,0.2,3.5,1.5,0.4,0.8,0.4,0.2,1,3.7,17174
CRS3035RES200mN2605800E3490400,1,CRS3035RES1000mN2605000E3490000,1,CRS3035RES2000mN2604000E3490000,271388,1,0,0,0.3,0,21036.9,39.8,0,0.3,0.1,0,0.1,0.1,0,0,0.1,0,0.1,0.2,0,0.2,0.2,0.1,0.1,0,0,0,0.3,17174
CRS3035RES200mN2605800E3494600,1,CRS3035RES1000mN2605000E3494000,1,CRS3035RES4000mN2604000E3492000,106187,2,0.2,0,0.7,0.1,43483.6,94,0,0.9,0.5,0,0.2,0.2,0,0,0,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.5,0.2,0,0,0.9,17457
CRS3035RES200mN2606000E3485400,1,CRS3035RES1000mN2606000E3485000,0,CRS3035RES1000mN2606000E3485000,646843,31,2.9,1.9,10,0.5,552852.5,1095,0.5,11.4,7.6,0,1,3.3,0,0,2.4,0.9,0.9,3.3,3.8,6.7,4.8,2.4,4.8,1,0,0.5,11.9,17174
CRS3035RES200mN2606000E3485600,1,CRS3035RES1000mN2606000E3485000,0,CRS3035RES1000mN2606000E3485000,646843,10,0.9,0.6,3.2,0.2,178339.5,353.2,0.1,3.7,2.4,0,0.3,1.1,0,0,0.8,0.3,0.3,1.1,1.2,2.2,1.5,0.8,1.5,0.3,0,0.2,3.8,17174
CRS3035RES200mN2606000E3487000,1,CRS3035RES1000mN2606000E3487000,0,CRS3035RES2000mN2606000E3486000,646853,24,2.3,0.8,8,1.5,476164.9,987,0,9.1,6.9,0,1.1,1.1,0,0,2.3,0.4,0.8,3.4,1.9,5.3,3.4,3.1,1.1,2.3,0,1.1,9.1,17174
CRS3035RES200mN2606000E3487200,1,CRS3035RES1000mN2606000E3487000,0,CRS3035RES2000mN2606000E3486000,646853,11,1,0.3,3.7,0.7,218242.2,452.4,0,4.2,3.2,0,0.5,0.5,0,0,1,0.2,0.4,1.6,0.9,2.4,1.6,1.4,0.5,1,0,0.5,4.2,17174
CRS3035RES200mN2606000E3487400,1,CRS3035RES1000mN2606000E3487000,0,CRS3035RES2000mN2606000E3486000,646853,1,0.1,0,0.3,0.1,19840.2,41.1,0,0.4,0.3,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0,0,0.4,17174
CRS3035RES200mN2606000E3488000,1,CRS3035RES1000mN2606000E3488000,0,CRS3035RES2000mN2606000E3488000,646855,17,1.7,0.4,6.5,0,382794,812.9,0,7.4,5.2,0,0.4,1.8,0,0,0.9,0.4,0.4,1.3,0.9,2.6,4.4,3.1,2.6,0.4,0,0.9,7.4,17174
CRS3035RES200mN2606000E3488200,0,CRS3035RES1000mN2606000E3488000,0,CRS3035RES2000mN2606000E3488000,646856,33,3,0,12,2,752587.6,1849,0,15,11,0,1,3,0,3,1,0,1,3,3,3,8,7,6,1,0,3,15,17174
CRS3035RES200mN2606000E3488400,1,CRS3035RES1000mN2606000E3488000,0,CRS3035RES2000mN2606000E3488000,646855,1,0.1,0,0.4,0,22517.3,47.8,0,0.4,0.3,0,0,0.1,0,0,0,0,0,0.1,0,0.2,0.3,0.2,0.2,0,0,0.1,0.4,17174
CRS3035RES200mN2606000E3489600,1,CRS3035RES1000mN2606000E3489000,0,CRS3035RES2000mN2606000E3488000,646854,8,1.1,0.3,2.9,0.4,159533.5,367.9,0.3,3.1,2.3,0.1,0.1,0.6,0.3,0,0.6,0.1,0.1,1,0.1,2,1.7,0.7,0.8,0.9,0,0.8,3.4,17174
CRS3035RES200mN2606000E3490400,1,CRS3035RES1000mN2606000E3490000,1,CRS3035RES2000mN2606000E3490000,271387,8,0.7,0.3,2.8,0.3,153431.9,403.2,0,3.2,1.3,0.5,0.5,0.9,0,0,0.2,0.6,0.2,0.7,0.8,0.7,1.8,1.1,1.7,0.2,0,0.3,3.2,17174
